spellKey,name,spellClass,spellLevel,sourceBook,sourcePage,reversible,reverseName,needsDetails,range,duration,effect,save,tags,manualNotes,pageVerified,reviewed,confidence,needsReview,suggestedSourcePage,suggestedRange,suggestedDuration,suggestedEffect,suggestedSave,suggestedTags,suggestedManualNotes,suggestedContextExcerpt
"cure-light-wounds","Cure Light Wounds","Cleric",1,"Basic","26",true,"Cause Light Wounds",true,"Touch","Permanent","Heals 2-7 hp or removes paralysis from one living creature.","none",["healing,paralysis,reversible"],"Heals light damage or paralysis; reverse causes 2-7 damage by touch.",true,true,1,true,"26","Touch","Permanent","Heals 2-7 hp or removes paralysis from one living creature.","none",["healing,paralysis,reversible"],"",""
"dispel-magic","Dispel Magic","Magic-User",3,"Expert","11",false,"",true,"120 ft","Permanent","Ends spell effects in 20 ft cube; higher-level effects may resist.","special",["dispel,magic"],"Removes active spell effects, not magic items.",true,true,1,true,"11","120 ft","Permanent","Ends spell effects in 20 ft cube; higher-level effects may resist.","special",["dispel,magic"],"",""
"fire-ball","Fire Ball","Magic-User",3,"Expert","11",false,"",true,"240 ft","Instant","20 ft radius explosion deals 1d6 fire damage per caster level.","spells half",["damage,fire,area"],"Area fire blast; capped by caster level rules.",true,true,1,true,"11","240 ft","Instant","20 ft radius explosion deals 1d6 fire damage per caster level.","spells half",["damage,fire,area"],"",""
"fly","Fly","Magic-User",3,"Expert","11",false,"",true,"Touch","1d6 turns + level","Target flies at 360 ft/turn with concentration.","none",["movement,flight"],"Grants controlled flight for variable duration.",true,true,1,true,"11","Touch","1d6 turns + level","Target flies at 360 ft/turn with concentration.","none",["movement,flight"],"",""
"haste","Haste","Magic-User",3,"Expert","11",true,"Slow",true,"240 ft","3 turns","Up to 24 creatures move and attack at double speed.","none",["buff,movement"],"Speeds allies; multiple haste effects do not stack.",true,true,1,true,"11","240 ft","3 turns","Up to 24 creatures move and attack at double speed.","none",["buff,movement"],"",""
"hold-person","Hold Person","Magic-User",3,"Expert","11",false,"",true,"120 ft","1 turn/level","Paralyzes up to 4 humanoids; single target saves at -2.","spells negates",["paralysis,control"],"Paralyzes humanoids like cleric spell.",true,true,1,true,"11","120 ft","1 turn/level","Paralyzes up to 4 humanoids; single target saves at -2.","spells negates",["paralysis,control"],"",""
"infravision","Infravision","Magic-User",3,"Expert","11",false,"",true,"Touch","1 day","Gives 60 ft infravision.","none",["vision"],"Grants heat-sight in darkness.",true,true,1,true,"11","Touch","1 day","Gives 60 ft infravision.","none",["vision"],"",""
"invisibility-10-radius","Invisibility 10' Radius","Magic-User",3,"Expert","12",false,"",true,"120 ft","Permanent until broken","All within 10 ft of target become invisible until attacking/casting or leaving area.","none",["invisibility,area"],"Group invisibility centered on target.",true,true,1,true,"12","120 ft","Permanent until broken","All within 10 ft of target become invisible until attacking/casting or leaving area.","none",["invisibility,area"],"",""
"lightning-bolt","Lightning Bolt","Magic-User",3,"Expert","12",false,"",true,"180 ft","Instant","Bolt deals 1d6 lightning damage per caster level, bouncing off barriers.","spells half",["damage,lightning,area"],"Line attack with rebound risk.",true,true,1,true,"12","180 ft","Instant","Bolt deals 1d6 lightning damage per caster level, bouncing off barriers.","spells half",["damage,lightning,area"],"",""
"protection-from-evil-10-radius","Protection from Evil 10' Radius","Magic-User",3,"Expert","12",false,"",true,"0","12 turns","20 ft diameter protection from evil around caster.","none",["protection,area"],"Area protective barrier against evil/enchanted attacks.",true,true,1,true,"12","0","12 turns","20 ft diameter protection from evil around caster.","none",["protection,area"],"",""
"protection-from-normal-missiles","Protection from Normal Missiles","Magic-User",3,"Expert","12",false,"",true,"30 ft","12 turns","One target is immune to small nonmagical missiles.","none",["protection,missiles"],"Blocks normal arrows, bolts, and similar missiles.",true,true,1,true,"12","30 ft","12 turns","One target is immune to small nonmagical missiles.","none",["protection,missiles"],"",""
"water-breathing","Water Breathing","Magic-User",3,"Expert","12",false,"",true,"30 ft","1 day","One target can breathe underwater.","none",["water,movement"],"Allows underwater breathing for a day.",true,true,1,true,"12","30 ft","1 day","One target can breathe underwater.","none",["water,movement"],"",""
"charm-monster","Charm Monster","Magic-User",4,"Expert","13",false,"",true,"120 ft","Special","Charms one or more living creatures as friends.","spells negates",["charm,control"],"Like charm person but works on monsters.",true,true,1,true,"13","120 ft","Special","Charms one or more living creatures as friends.","spells negates",["charm,control"],"",""
"confusion","Confusion","Magic-User",4,"Expert","13",false,"",true,"120 ft","12 rounds","Confuses creatures in 60 ft area, causing random actions.","spells negates",["control,mind"],"Area mental confusion.",true,true,1,true,"13","120 ft","12 rounds","Confuses creatures in 60 ft area, causing random actions.","spells negates",["control,mind"],"",""
"dimension-door","Dimension Door","Magic-User",4,"Expert","13",false,"",true,"10 ft","Instant","Teleports caster or one target up to 360 ft.","none",["teleport,movement"],"Short-range teleport without error.",true,true,1,true,"13","10 ft","Instant","Teleports caster or one target up to 360 ft.","none",["teleport,movement"],"",""
"growth-of-plants","Growth of Plants","Magic-User",4,"Expert","13",false,"",true,"120 ft","Permanent until dispelled","Thickens vegetation into an impassable barrier.","none",["plants,control"],"Turns plants into dense obstacle.",true,true,1,true,"13","120 ft","Permanent until dispelled","Thickens vegetation into an impassable barrier.","none",["plants,control"],"",""
"hallucinatory-terrain","Hallucinatory Terrain","Magic-User",4,"Expert","13",false,"",true,"240 ft","Until touched/dispelled","Creates terrain illusion over outdoor area.","none",["illusion,terrain"],"Makes terrain appear different.",true,true,1,true,"13","240 ft","Until touched/dispelled","Creates terrain illusion over outdoor area.","none",["illusion,terrain"],"",""
"massmorph","Massmorph","Magic-User",4,"Expert","14",false,"",true,"240 ft","Until dispelled","Makes up to 100 creatures look like trees/woods.","none",["illusion,plants"],"Camouflages a group as woodland.",true,true,1,true,"14","240 ft","Until dispelled","Makes up to 100 creatures look like trees/woods.","none",["illusion,plants"],"",""
"polymorph-other","Polymorph Other","Magic-User",4,"Expert","14",false,"",true,"60 ft","Permanent until dispelled","Changes one creature into another form.","spells negates",["polymorph,control"],"Transforms a target creature.",true,true,1,true,"14","60 ft","Permanent until dispelled","Changes one creature into another form.","spells negates",["polymorph,control"],"",""
"polymorph-self","Polymorph Self","Magic-User",4,"Expert","14",false,"",true,"0","6 turns + level","Caster assumes another form with movement but not special attacks.","none",["polymorph,movement"],"Caster shapeshifts temporarily.",true,true,1,true,"14","0","6 turns + level","Caster assumes another form with movement but not special attacks.","none",["polymorph,movement"],"",""
"remove-curse","Remove Curse","Magic-User",4,"Expert","14",true,"Curse",true,"Touch","Permanent","Removes a curse; reverse bestows curse.","none",["curse,reversible"],"Removes magical curse or cursed item bond.",true,true,1,true,"14","Touch","Permanent","Removes a curse; reverse bestows curse.","none",["curse,reversible"],"",""
"wall-of-fire","Wall of Fire","Magic-User",4,"Expert","14",false,"",true,"60 ft","Concentration","Creates fiery wall damaging creatures passing through.","none",["fire,wall,damage"],"Fire barrier, especially strong vs cold creatures.",true,true,1,true,"14","60 ft","Concentration","Creates fiery wall damaging creatures passing through.","none",["fire,wall,damage"],"",""
"wall-of-ice","Wall of Ice","Magic-User",4,"Expert","14",false,"",true,"120 ft","12 turns","Creates wall or hemisphere of ice.","none",["ice,wall,control"],"Creates solid ice barrier.",true,true,1,true,"14","120 ft","12 turns","Creates wall or hemisphere of ice.","none",["ice,wall,control"],"",""
"wizard-eye","Wizard Eye","Magic-User",4,"Expert","14",false,"",true,"240 ft","6 turns","Invisible magical eye scouts under caster control.","none",["scrying,detection"],"Remote scouting sensor.",true,true,1,true,"14","240 ft","6 turns","Invisible magical eye scouts under caster control.","none",["scrying,detection"],"",""
"animate-dead","Animate Dead","Magic-User",5,"Expert","15",false,"",true,"60 ft","Permanent","Creates skeletons or zombies from remains.","none",["undead,creation"],"Animates undead servants.",true,true,1,true,"15","60 ft","Permanent","Creates skeletons or zombies from remains.","none",["undead,creation"],"",""
"cloudkill","Cloudkill","Magic-User",5,"Expert","15",false,"",true,"1 ft","6 turns","Creates moving poisonous cloud killing weak creatures.","poison special",["poison,area,death"],"Poison cloud deadly to low-HD creatures.",true,true,1,true,"15","1 ft","6 turns","Creates moving poisonous cloud killing weak creatures.","poison special",["poison,area,death"],"",""
"conjure-elemental","Conjure Elemental","Magic-User",5,"Expert","15",false,"",true,"240 ft","Concentration","Summons and controls one 16 HD elemental.","none",["summoning,elemental"],"Summons elemental; loss of concentration is dangerous.",true,true,1,true,"15","240 ft","Concentration","Summons and controls one 16 HD elemental.","none",["summoning,elemental"],"",""
"feeblemind","Feeblemind","Magic-User",5,"Expert","15",false,"",true,"240 ft","Permanent until dispelled","Reduces spellcaster intelligence to near animal level.","spells negates",["mind,control"],"Disables enemy spellcasters.",true,true,1,true,"15","240 ft","Permanent until dispelled","Reduces spellcaster intelligence to near animal level.","spells negates",["mind,control"],"",""
"hold-monster","Hold Monster","Magic-User",5,"Expert","16",false,"",true,"120 ft","6 turns + level","Paralyzes up to 4 creatures; single target saves at -2.","spells negates",["paralysis,control"],"Hold person for monsters.",true,true,1,true,"16","120 ft","6 turns + level","Paralyzes up to 4 creatures; single target saves at -2.","spells negates",["paralysis,control"],"",""
"magic-jar","Magic Jar","Magic-User",5,"Expert","16",false,"",true,"30 ft","Special","Caster’s life force inhabits a container and may possess bodies.","spells negates possession",["possession,magic"],"Body-swapping possession through a jar focus.",true,true,1,true,"16","30 ft","Special","Caster’s life force inhabits a container and may possess bodies.","spells negates possession",["possession,magic"],"",""
"pass-wall","Pass-Wall","Magic-User",5,"Expert","16",false,"",true,"30 ft","3 turns","Creates passage through solid rock or wall.","none",["movement,earth"],"Opens temporary tunnel through barrier.",true,true,1,true,"16","30 ft","3 turns","Creates passage through solid rock or wall.","none",["movement,earth"],"",""
"telekinesis","Telekinesis","Magic-User",5,"Expert","16",false,"",true,"120 ft","6 rounds","Moves objects by mental force up to caster weight limit.","none",["movement,force"],"Moves objects at range by concentration.",true,true,1,true,"16","120 ft","6 rounds","Moves objects by mental force up to caster weight limit.","none",["movement,force"],"",""
"teleport","Teleport","Magic-User",5,"Expert","16",false,"",true,"10 ft","Instant","Teleports one creature/object to known destination, with error risk.","none",["teleport,movement"],"Long-distance teleport based on familiarity.",true,true,1,true,"16","10 ft","Instant","Teleports one creature/object to known destination, with error risk.","none",["teleport,movement"],"",""
"anti-magic-shell","Anti-Magic Shell","Magic-User",6,"Expert","17",false,"",true,"0","12 turns","Creates barrier around caster blocking magic in or out.","none",["protection,anti-magic"],"Caster is insulated from magic but cannot cast through shell.",true,true,1,true,"17","0","12 turns","Creates barrier around caster blocking magic in or out.","none",["protection,anti-magic"],"",""
"death-spell","Death Spell","Magic-User",6,"Expert","17",false,"",true,"240 ft","Instant","Kills 4d8 HD of living creatures in 60 ft cube.","none",["death,area"],"Slays groups of weaker living creatures.",true,true,1,true,"17","240 ft","Instant","Kills 4d8 HD of living creatures in 60 ft cube.","none",["death,area"],"",""
"disintegrate","Disintegrate","Magic-User",6,"Expert","17",false,"",true,"60 ft","Instant","Disintegrates one creature or nonmagical object.","death ray negates",["damage,destruction"],"Destroys target if save fails.",true,true,1,true,"17","60 ft","Instant","Disintegrates one creature or nonmagical object.","death ray negates",["damage,destruction"],"",""
"geas","Geas","Magic-User",6,"Expert","17",false,"",true,"30 ft","Until fulfilled","Compels a creature to perform a task or suffer penalties.","none",["control,quest"],"Magical command binding target to a task.",true,true,1,true,"17","30 ft","Until fulfilled","Compels a creature to perform a task or suffer penalties.","none",["control,quest"],"",""
"invisible-stalker","Invisible Stalker","Magic-User",6,"Expert","18",false,"",true,"0","Until mission complete","Summons invisible stalker to perform a task.","none",["summoning,air"],"Invisible servant hunts or retrieves as commanded.",true,true,1,true,"18","0","Until mission complete","Summons invisible stalker to perform a task.","none",["summoning,air"],"",""
"lower-water","Lower Water","Magic-User",6,"Expert","18",false,"",true,"240 ft","10 turns","Lowers water level in a large area.","none",["water,terrain"],"Creates passage through or reduces water.",true,true,1,true,"18","240 ft","10 turns","Lowers water level in a large area.","none",["water,terrain"],"",""
"move-earth","Move Earth","Magic-User",6,"Expert","18",false,"",true,"240 ft","6 turns","Moves soil terrain slowly, reshaping earth.","none",["earth,terrain"],"Large-scale earthmoving, not stone.",true,true,1,true,"18","240 ft","6 turns","Moves soil terrain slowly, reshaping earth.","none",["earth,terrain"],"",""
"part-water","Part Water","Magic-User",6,"Expert","18",false,"",true,"120 ft","6 turns","Parts water to create dry path.","none",["water,terrain"],"Opens a passage through water.",true,true,1,true,"18","120 ft","6 turns","Parts water to create dry path.","none",["water,terrain"],"",""
"projected-image","Projected Image","Magic-User",6,"Expert","18",false,"",true,"240 ft","6 turns","Creates image through which caster can cast spells.","none",["illusion,scrying"],"Remote image acts as spellcasting origin.",true,true,1,true,"18","240 ft","6 turns","Creates image through which caster can cast spells.","none",["illusion,scrying"],"",""
"reincarnation","Reincarnation","Magic-User",6,"Expert","18",false,"",true,"10 ft","Permanent","Returns dead character as a new body/creature.","none",["resurrection,polymorph"],"Restores life in a new form.",true,true,1,true,"18","10 ft","Permanent","Returns dead character as a new body/creature.","none",["resurrection,polymorph"],"",""
"stone-to-flesh","Stone to Flesh","Magic-User",6,"Expert","18",false,"",true,"120 ft","Permanent","Restores petrified creature; reverse turns flesh to stone.","spells negates reverse",["petrification,reversible"],"Reverses petrification; reverse petrifies a target.",true,true,1,true,"18","120 ft","Permanent","Restores petrified creature; reverse turns flesh to stone.","spells negates reverse",["petrification,reversible"],"",""
"delayed-blast-fire-ball","Delayed Blast Fire Ball","Magic-User",7,"Companion","22",false,"",true,"240 ft","0 to 60 rounds delay","Creates a delayed fire ball that explodes after a chosen delay, dealing up to 20d6 fire damage.","spells half",["fire,damage,area"],"Fire ball with chosen detonation delay.",true,true,1,true,"22","240 ft","0 to 60 rounds delay","Creates a delayed fire ball that explodes after a chosen delay, dealing up to 20d6 fire damage.","spells half",["fire,damage,area"],"",""
"magic-door","Magic Door","Magic-User",7,"Companion","22",false,"",true,"10 ft","7 uses","Creates an invisible magical passage through up to 10 ft of nonliving material; reverse creates magic lock.","none",["movement,barrier,reversible"],"Creates secret passage; reverse locks portal.",true,true,1,true,"22","10 ft","7 uses","Creates an invisible magical passage through up to 10 ft of nonliving material; reverse creates magic lock.","none",["movement,barrier,reversible"],"",""
"mass-invisibility","Mass Invisibility","Magic-User",7,"Companion","22",false,"",true,"240 ft","Permanent until broken","Makes many creatures or objects invisible within a 60 ft square area; reverse reveals invisibility.","none",["illusion,invisibility,reversible"],"Grants invisibility to many targets.",true,true,1,true,"22","240 ft","Permanent until broken","Makes many creatures or objects invisible within a 60 ft square area; reverse reveals invisibility.","none",["illusion,invisibility,reversible"],"",""
"power-word-stun","Power Word Stun","Magic-User",7,"Companion","22",false,"",true,"120 ft","2-12 or 1-6 rounds","Stuns one creature with 70 hp or fewer; lower hp targets are stunned longer.","none",["power-word,stun"],"Stuns a low-hit-point target without save.",true,true,1,true,"22","120 ft","2-12 or 1-6 rounds","Stuns one creature with 70 hp or fewer; lower hp targets are stunned longer.","none",["power-word,stun"],"",""
"reverse-gravity","Reverse Gravity","Magic-User",7,"Companion","22",false,"",true,"90 ft","1/5 round","Causes creatures and objects in a 30 ft cube to fall upward, then fall back when gravity returns.","none",["gravity,damage,control"],"Briefly reverses gravity in an area.",true,true,1,true,"22","90 ft","1/5 round","Causes creatures and objects in a 30 ft cube to fall upward, then fall back when gravity returns.","none",["gravity,damage,control"],"",""
"mass-charm","Mass Charm","Magic-User",8,"Companion","24",false,"",true,"120 ft","Special","Charms multiple creatures with total levels or Hit Dice based on caster level; reverse removes charm.","spells negates",["charm,enchantment,reversible"],"Charms many creatures at once.",true,true,1,true,"24","120 ft","Special","Charms multiple creatures with total levels or Hit Dice based on caster level; reverse removes charm.","spells negates",["charm,enchantment,reversible"],"",""
"symbol","Symbol","Magic-User",8,"Companion","25",false,"",true,"Touch","Permanent until triggered","Creates a magical rune with one chosen effect triggered by reading, touching, or passing.","special",["rune,trap,magic"],"Creates triggered magical symbol.",true,true,1,true,"25","Touch","Permanent until triggered","Creates a magical rune with one chosen effect triggered by reading, touching, or passing.","special",["rune,trap,magic"],"",""
"meteor-swarm","Meteor Swarm","Magic-User",9,"Companion","26",false,"",true,"240 ft","Instantaneous","Creates four or eight fiery meteors that explode for heavy fire damage in selected areas.","spells half",["fire,damage,area"],"Creates multiple explosive meteors.",true,true,1,true,"26","240 ft","Instantaneous","Creates four or eight fiery meteors that explode for heavy fire damage in selected areas.","spells half",["fire,damage,area"],"",""
"power-word-kill","Power Word Kill","Magic-User",9,"Companion","26",false,"",true,"120 ft","Instantaneous","Kills one or more creatures within hit point limits; no saving throw.","none",["power-word,death"],"Kills low-hit-point targets without save.",true,true,1,true,"26","120 ft","Instantaneous","Kills one or more creatures within hit point limits; no saving throw.","none",["power-word,death"],"",""
"cureall","Cureall","Cleric",6,"Companion","13",false,"",true,"Touch","Permanent","Cures one major affliction or nearly all damage, leaving only 1-6 damage remaining.","none",["healing,restoration"],"Cures one condition or nearly all wounds.",true,true,1,true,"13","Touch","Permanent","Cures one major affliction or nearly all damage, leaving only 1-6 damage remaining.","none",["healing,restoration"],"",""
"plant-door","Plant Door","Druid",4,"Companion","15",false,"",true,"0","1 turn per level","Allows the druid to pass through trees and dense plant growth as if through a doorway.","none",["plants,movement"],"Moves through plant matter.",true,true,1,true,"15","0","1 turn per level","Allows the druid to pass through trees and dense plant growth as if through a doorway.","none",["plants,movement"],"",""
"pass-plant","Pass Plant","Druid",5,"Companion","16",false,"",true,"0","Instantaneous","Short-range teleportation from one tree into another tree of the same type.","none",["plants,teleportation,movement"],"Tree-to-tree teleport.",true,true,1,true,"16","0","Instantaneous","Short-range teleportation from one tree into another tree of the same type.","none",["plants,teleportation,movement"],"",""
"anti-animal-shell","Anti-Animal Shell","Druid",6,"Companion","16",false,"",true,"0","1 turn per level","Personal invisible barrier blocks attacks from normal and giant animals and animal-intelligence creatures.","none",["animals,protection,barrier"],"Blocks animal attacks around caster.",true,true,1,true,"16","0","1 turn per level","Personal invisible barrier blocks attacks from normal and giant animals and animal-intelligence creatures.","none",["animals,protection,barrier"],"",""
"transport-through-plants","Transport Through Plants","Druid",6,"Companion","16",false,"",true,"Infinite","Instantaneous","Long-range plant teleport; druid enters one living plant and exits another on the same plane.","none",["plants,teleportation,movement"],"Long-range travel through living plants.",true,true,1,true,"16","Infinite","Instantaneous","Long-range plant teleport; druid enters one living plant and exits another on the same plane.","none",["plants,teleportation,movement"],"",""
"summon-weather","Summon Weather","Druid",6,"Companion","16",false,"",true,"5 miles or more","6 turns per level","Summons weather appropriate to the climate and season over a broad area.","none",["weather,summoning"],"Calls appropriate natural weather.",true,true,1,true,"16","5 miles or more","6 turns per level","Summons weather appropriate to the climate and season over a broad area.","none",["weather,summoning"],"",""
"creeping-doom","Creeping Doom","Druid",7,"Companion","16",false,"",true,"120 ft","1 round per level","Summons a swarm of insects that moves as directed and deals damage to creatures it engulfs.","none",["insects,damage,summoning"],"Summons deadly insect swarm.",true,true,1,true,"16","120 ft","1 round per level","Summons a swarm of insects that moves as directed and deals damage to creatures it engulfs.","none",["insects,damage,summoning"],"",""
"metal-to-wood","Metal to Wood","Druid",7,"Companion","16",false,"",true,"120 ft","Permanent","Transforms metal items in the area into wood, affecting weapons, armor, and gear.","none",["transmutation,wood,metal"],"Turns metal objects into wood.",true,true,1,true,"16","120 ft","Permanent","Transforms metal items in the area into wood, affecting weapons, armor, and gear.","none",["transmutation,wood,metal"],"",""
"weather-control","Weather Control","Druid",7,"Companion","16",false,"",true,"0","Concentration","Allows the druid to choose and control local outdoor weather while concentrating.","none",["weather,control"],"Controls outdoor weather.",true,true,1,true,"16","0","Concentration","Allows the druid to choose and control local outdoor weather while concentrating.","none",["weather,control"],"",""
"contact-outer-plane","Contact Outer Plane","Magic-User",5,"Companion","20",false,"",true,"0","See spell","Contact an Outer Plane Immortal to ask 3-12 questions, risking insanity for better knowledge.","special",["divination,planar"],"Ask questions of an Immortal with risk of insanity.",true,true,1,true,"20","0","See spell","Contact an Outer Plane Immortal to ask 3-12 questions, risking insanity for better knowledge.","special",["divination,planar"],"",""
"dissolve","Dissolve","Magic-User",5,"Companion","20",false,"",true,"120 ft","3-18 days","Turns up to 3,000 square ft of rock or soil into mud; reverse hardens mud to rock permanently.","spells avoids reverse trapping",["earth,transmutation,reversible"],"Liquefies ground into mud; reverse hardens mud.",true,true,1,true,"20","120 ft","3-18 days","Turns up to 3,000 square ft of rock or soil into mud; reverse hardens mud to rock permanently.","spells avoids reverse trapping",["earth,transmutation,reversible"],"",""
"wall-of-stone","Wall of Stone","Magic-User",5,"Companion","22",false,"",true,"60 ft","Permanent","Creates a stone wall or shape that can be used as a barrier or structure.","none",["wall,earth,creation"],"Creates permanent stone wall.",true,true,1,true,"22","60 ft","Permanent","Creates a stone wall or shape that can be used as a barrier or structure.","none",["wall,earth,creation"],"",""
"wall-of-iron","Wall of Iron","Magic-User",6,"Companion","21",false,"",true,"120 ft","Permanent","Creates a vertical iron wall that can block passage or topple to damage targets.","none",["wall,metal,creation"],"Creates permanent iron wall.",true,true,1,true,"21","120 ft","Permanent","Creates a vertical iron wall that can block passage or topple to damage targets.","none",["wall,metal,creation"],"",""
"weather-control","Weather Control","Magic-User",6,"Companion","21",false,"",true,"0","Concentration","Changes outdoor weather in a broad area while the caster concentrates.","none",["weather,control"],"Controls outdoor weather.",true,true,1,true,"21","0","Concentration","Changes outdoor weather in a broad area while the caster concentrates.","none",["weather,control"],"",""
"charm-plant","Charm Plant","Magic-User",7,"Companion","22",false,"",true,"120 ft","Permanent until dispelled","Charms plant creatures or controls ordinary plant growth in an area.","spells negates for plant creatures",["plants,charm,control"],"Controls plants or charms plant monsters.",true,true,1,true,"22","120 ft","Permanent until dispelled","Charms plant creatures or controls ordinary plant growth in an area.","spells negates for plant creatures",["plants,charm,control"],"",""
"create-normal-monsters","Create Normal Monsters","Magic-User",7,"Companion","22",false,"",true,"30 ft","1 turn","Creates normal monsters up to total Hit Dice equal to caster level; they obey commands then vanish.","none",["creation,summoning,monsters"],"Creates temporary normal monsters.",true,true,1,true,"22","30 ft","1 turn","Creates normal monsters up to total Hit Dice equal to caster level; they obey commands then vanish.","none",["creation,summoning,monsters"],"",""
"lore","Lore","Magic-User",7,"Companion","22",false,"",true,"0","Permanent","Reveals detailed knowledge about one item, place, or person, with time required varying by familiarity.","none",["divination,knowledge"],"Researches lore of an item, place, or person.",true,true,1,true,"22","0","Permanent","Reveals detailed knowledge about one item, place, or person, with time required varying by familiarity.","none",["divination,knowledge"],"",""
"statue","Statue","Magic-User",7,"Companion","23",false,"",true,"0","2 turns per level","Caster may become a stone statue and return to normal once per round during the spell.","none",["transformation,defense"],"Caster can shift into statue form.",true,true,1,true,"23","0","2 turns per level","Caster may become a stone statue and return to normal once per round during the spell.","none",["transformation,defense"],"",""
"summon-object","Summon Object","Magic-User",7,"Companion","23",false,"",true,"Infinite","Instantaneous","Summons one nonliving object from the caster's home to hand, if prepared and not blocked.","none",["summoning,utility"],"Calls a prepared object to the caster.",true,true,1,true,"23","Infinite","Instantaneous","Summons one nonliving object from the caster's home to hand, if prepared and not blocked.","none",["summoning,utility"],"",""
"sword","Sword","Magic-User",7,"Companion","23",false,"",true,"30 ft","1 round per level","Creates a magical sword of force that attacks as directed by the caster.","none",["force,damage,weapon"],"Creates floating magical attacking sword.",true,true,1,true,"23","30 ft","1 round per level","Creates a magical sword of force that attacks as directed by the caster.","none",["force,damage,weapon"],"",""
"teleport-any-object","Teleport any Object","Magic-User",7,"Companion","23",false,"",true,"Touch","Instantaneous","Teleports one object to a known destination; mishap chances apply by familiarity.","special",["teleportation,utility"],"Teleports an object.",true,true,1,true,"23","Touch","Instantaneous","Teleports one object to a known destination; mishap chances apply by familiarity.","special",["teleportation,utility"],"",""
"dance","Dance","Magic-User",8,"Companion","24",false,"",true,"Touch","3 or more rounds","Forces one touched victim to dance helplessly, losing AC and saves while unable to act.","none",["enchantment,control"],"Makes touched victim dance helplessly.",true,true,1,true,"24","Touch","3 or more rounds","Forces one touched victim to dance helplessly, losing AC and saves while unable to act.","none",["enchantment,control"],"",""
"explosive-cloud","Explosive Cloud","Magic-User",8,"Companion","24",false,"",true,"1 ft","6 turns","Creates a moving poisonous cloud that can also explode if touched by fire.","poison special",["cloud,poison,fire,damage"],"Creates deadly cloud that may explode.",true,true,1,true,"24","1 ft","6 turns","Creates a moving poisonous cloud that can also explode if touched by fire.","poison special",["cloud,poison,fire,damage"],"",""
"mind-barrier","Mind Barrier","Magic-User",8,"Companion","24",false,"",true,"0","1 hour per level","Protects caster from ESP, crystal balls, and similar mind-reading or scrying; reverse opens mind to reading.","none",["mind,protection,reversible"],"Blocks mental detection and scrying.",true,true,1,true,"24","0","1 hour per level","Protects caster from ESP, crystal balls, and similar mind-reading or scrying; reverse opens mind to reading.","none",["mind,protection,reversible"],"",""
"permanence","Permanence","Magic-User",8,"Companion","25",false,"",true,"10 ft","Permanent until dispelled","Makes certain spell effects permanent, subject to restrictions and dispel magic.","none",["metamagic,permanence"],"Makes eligible magic effects permanent.",true,true,1,true,"25","10 ft","Permanent until dispelled","Makes certain spell effects permanent, subject to restrictions and dispel magic.","none",["metamagic,permanence"],"",""
"polymorph-any-object","Polymorph any Object","Magic-User",8,"Companion","25",false,"",true,"240 ft","Variable","Changes one object or creature into another form; duration depends on similarity.","spells negates for creatures",["transformation,polymorph"],"Transforms almost any object or creature.",true,true,1,true,"25","240 ft","Variable","Changes one object or creature into another form; duration depends on similarity.","spells negates for creatures",["transformation,polymorph"],"",""
"power-word-blind","Power Word Blind","Magic-User",8,"Companion","25",false,"",true,"120 ft","1-4 days or 2-8 hours","Blinds one or more creatures with hit point limits; no saving throw.","none",["power-word,blindness"],"Blinds targets by current hit points.",true,true,1,true,"25","120 ft","1-4 days or 2-8 hours","Blinds one or more creatures with hit point limits; no saving throw.","none",["power-word,blindness"],"",""
"gate","Gate","Magic-User",9,"Companion","26",false,"",true,"30 ft","Concentration or special","Opens a gate to another plane or calls a powerful creature; reverse closes a gate.","special",["planar,summoning,reversible"],"Opens planar gate or calls entity.",true,true,1,true,"26","30 ft","Concentration or special","Opens a gate to another plane or calls a powerful creature; reverse closes a gate.","special",["planar,summoning,reversible"],"",""
"maze","Maze","Magic-User",9,"Companion","26",false,"",true,"60 ft","Variable","Banishes one creature into an extradimensional maze until it escapes after a time based on Intelligence.","none",["banishment,control"],"Traps target in extradimensional maze.",true,true,1,true,"26","60 ft","Variable","Banishes one creature into an extradimensional maze until it escapes after a time based on Intelligence.","none",["banishment,control"],"",""
